Komentar,Username,Like,Sentimen
"ya biar mereka dapet barang murah, ketika di dorong naik nanti, mreka cuan",@edo..11,1,Netral
Bennix the best investasi dan data,@TaniSembodo,1,Netral
dani dani,@정직한씨,0,Netral
Media TEMPEK jangan di percaya 😅,@wasyuanwasyuanto3172,0,Netral
"Mantap.
Menurut sy bursa saham merupakan salah satu instrument demokrasi mudah sekali org yg punya dana besar mempermain negara tujuan nya.
Maaf itu menurut sy.
Ke dua, coba dibahas tentang pasal 50A UU P2SK yg di sah kan 4 Juni 2026.
Katanya pencucian uang yg diresmikan oleh UU. 
Terima kasih sebelum nya bro Bennix.
Semakin sukses ya. 
Amin.
Apa benar bro Bennix?",@masnawisapar3145,0,Positif
Lha itu kan perang narasi.... perang hoax.... perang kekacauan....,@cpadmaa3padmanaba,0,Netral
"Bang Benix, Portofolionya Merah atau Hijau ya? 😊",@awilas-jj2je,0,Netral
Msci=occrp,@chozinudin5825,0,Netral
"sekurang2nya influencer itu,, membuka portofolionya yg minus, lu mana portofolio lu ben,,masa ijoooooooo",@yudhistirajo6899,0,Netral
"Bang mau tanya, si dadan babi, anjing, biadab ,tai itu termasuk antek soros bukan bang?",@gloryoigracelyn144,0,Netral
Hoax terjadi karena malas membaca laporan 77 halaman. Akahirnya yang memakan berita yang malam-malas itu,@maulcaem,0,Netral
bang bennix apakah IHSG bisa rebound?,@masterkombak7834,0,Netral
hiburan nonton om bennix merepet ngomel2,@keyaysatoh1271,0,Netral
🤣👍,@hakeemdj368,0,Netral
Penjilat yahudi,@bryan-h9p2y,0,Netral
Lo saja yg susah koar koar😂😂😂😂😂,@MawarBiru-q9i7q,1,Netral
"Bahaya sekali propaganda netizen,profesor,media tolol..demo bayaran...ingin indonesia gelap",@isharyadi4307,0,Netral
dimedsos banyak hoax buzer2 yg gak suka pemerintah....,@rhmt7314,9,Netral
Gmn ada keterbukaan? RUPS online aja dihalang halangi masuk,@neneklampir6664,0,Netral
IHSG mulai ngaca yuk...,@slametahmad5767,0,Netral
Keep cerahkan para umat ini bang... Banyak yg terhipnotis para anjing2 Soros nih..,@ranggareviella5999,0,Netral
Musuh Negara di Gerakan oleh Negara Singapura Malaysia Australia yang takut Indonesia berdaulat,@KaryaDarmus,29,Netral
"Semoga Bang Bennix ttp diluar kekuasaan. Biar tdk dituduh bajer.
Klo sdh msk kekuasaan pesan yg disampaikan jd gk sampe susah ditrm org awam.",@zigorpachulskov552,0,Netral
"BG benix, coba buat konten si Tiyo atau si bodoh yg malang",@AkunOppo-n8j,0,Netral
"Entah kenapa, Pak Ben cocok jadi Direktur Perdagangan & Pengaturan Anggota Bursa (BEI) ketimbang Walikota.",@ervyloam5603,1,Netral
BACOD SANGKUTER GOTO,@PamanStalin,0,Netral
4:30 Quotes of the Year !!!. #Bennix,@cipoygaming,0,Netral
Sukses selalu bg Bennik.....,@Rasca-w3c,7,Positif
Alhamdulillah prediksi para pengamat ekonomi independen menjadi kenyataan. Bennix sebagai buzzer rezim omon-omon semakin stres berat.,@SaijoRahmat,0,Netral
kita kalah sama malaysia & China,@JoTimothyZiv,0,Netral
"Kenapa? 
K A R E N A    D I B I A R K A N ! ! !",@adralia23,1,Netral
Udah boleh beli blum bwang?🐒,@johan109,0,Netral
JAYALAH INDONESIA 🇮🇩🔥,@akuberlian,52,Netral
Ini negara binatang nggak heranlah,@AndiLanting,0,Netral
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,0,Netral
"NAH GITU BPK BENIX..HARUS DI JELASKAN SECARA DETAIL
PENCERAHAN NYA SANGAT BGS..JADI MEREKA MENGERTI
MANA YG BENAR DAN TIDAK",@DewandaSyahputra,1,Netral
Biasa. Barisan sakit hati bro.,@ThePalmbank,0,Netral
"Hampir semua media2 di negara kita kontra dg pemerintah,menurut ku channel ini dan channel nya prof Gema bagus,karena di samping mengkritik pemrintah,tapi juga memberi saran ke pemerintah,dan juga memberi idukasi ke masyarakat,nggak kayak yg lain hanya nyiyir dan menakuti rakyat sj",@EraEra-qz2be,0,Positif
si Refly harun 😂,@paperplastikguy8728,0,Netral
Krna sudah ada jadwalnya,@permen-gpp,0,Netral
Hukum di negeri ini yg bobrok kok nyalahin negara lain 😂😂,@ahmadmudawwam4659,2,Netral
"Negara lain fokus majukan negara, kita asyik nyalahin negara lain",@Abe_Die,1,Netral
"Lo yg bobrok otak nya..😡
Bukan nya ikut membela negara lo lgi di acak2, malah menyalahkan.. 
Dasar penghianat bangsa.. 😡😡😡",@DedyGhaza,0,Netral
Perusahaan2 jepang bakal kabur ke Vietnam.. PHK besar besaran bakal berlaku😂😂😂.. SELL INDONESIA..Inilah akibatnya sentiasa menyalahkan negara luar tp bangsa sendiri gagal mentadbir negara..solusinya cuma nyinyir tetangga.. Nye nye nye nyeee😂😂,@andrewtak8241,0,Negatif
"Yup, Pernah dibahas sama Prof. Jiang Xueqin",@alparslankhaan1071,3,Netral
Biar pada jual mereka nampung,@MctyLylya,1,Netral
"Aku seneng gaya bang benix, selalu kampanye george soros...george soros.. antek soros..
Satu rangkaian dgn antek anjing2 peliharan soros...😂, jd bang benix meringankan beban negara untuk kontra intelegent lewat suara bang benix... lanjut terus bang semoga yg kuasa selalu melindunggi bang benix dan keluarga.",@slametahmad5767,0,Netral
"Goto gocap, asing gak bisa kabur 😂... Market apa dibatasin ke harga gocap...
Belom lagi fca yang kek juday itu 😂",@gagigugegogu,0,Netral
"Bang Benix buat lembaga retting dong, saya siap bantu risetnya.",@shirainfiryalqatrunnada1003,0,Netral
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,0,Netral
"setahuku loh ya Indonesia itu yang paling transparan !! 😌
yang tidak transparan itu negara yang desh bedesh itu loh !! data-data pemain sepak bola aja di palsu !! apalagi data-data keuangan mereka !! baik-baik saja padahal bangkrut !! 😌",@brianrizky619,28,Positif
"Kalimat kuncinya
Mascl cari duit",@triyonogunan6703,0,Netral
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,0,Netral
Ternyata Indonesia itu banyak rakyatnya George Soros... Kalau gitu jadikan George soros presiden RI & wakilnya Fufufafa... Tambah Indonesia kayak NERAKA JAHANAM.,@nanangturki4687,0,Netral
Demo mahasiswa yg bikin investor kabur kalian kah yg bikin Indonesia kacau,@faridafaisal2302,8,Netral
The best om benix,@reysandi4314,7,Netral
"""False flag"" dari singapura????",@HabibFahrullah,0,Netral
Nambah gemuk aja ben,@RiyadiYadi-li3gm,0,Netral
Buy Indonesia!!!,@dhiraqia20,2,Netral
Kesempatan masuk,@ferdiIbote,1,Netral
Tapi negara nya korea lebih Muju bang. Kenapa itu.,@KhanzaCell-q8k,0,Netral
"Betul kata bang Bennix kita jangan mudah dihancurkan sama media2 yg di luar sana 

Oleh karena itu saya sangat suka dengan channel seperti ini",@lndonesia-o2p,2,Netral
kita punya sgalanya tapi takut diembargo,@WAR_TAN777,0,Netral
Pokokny rumusny adalah smakin bnyk yg BERISIK artinya pemerintah sdg di jalan yg benar.,@dianardi6574,2,Netral
"BANYAKANYA PENJILAT DAN PENGHIANAT NEGARA.
JADI SENANG KALAU INDONESIA ANCUR",@antareja6367,0,Positif
"Bner, ganyang melayu, koar2 mau merdeka join malaydesh",@Nvernrmal,0,Netral
Indonesia PURA PURA TRANSPARAN kaya PINJOL 🤣😂🤣😂🤣.,@ridhoabud9216,0,Netral
"Karena saking terbukanya, strategi ekonomi indonesia jadi mudah dibaca antek antek asing.
Dan seharusnya jangan terlalu terbuka.
Perusahaan manapun begitu karena itu adalah rahasia demi kestabilan suatu perusahaan.",@TupankSweet,0,Netral
​ @TupankSweet ya gak masalah namanya juga keterbukaan !! gak seperti desh bedesh itu loh!!,@brianrizky619,0,Negatif
"Karena JD antek mamarika, sama kaya Singapura, jepan, Australia, perpanjangan tangan dari barat(mamarika CS) untuk membendung pengaruh Komunis.. Makanya di jadiin negara maju biar kuat..
Klw negara kita cuma di jadiin sapi perah oleh barat",@didisyah54,0,Netral
👍,@Riskikurniawan-e3y,0,Netral
Yoii namanya juga nelen Pil Merah (Nerakanya Dajjal) harus berani mengambil resiko banyak yang berisik,@alparslankhaan1071,0,Netral
"Maaf bang, tempo itu media dari mana ya?",@primajada,0,Netral
Menyala bang benix🎉,@SarifHidayatullah-y4d,12,Netral
Penganut sekte waren bufet pasti suka kalo asing kabur,@fathurgodmanozzora8417,0,Netral
"Collab bareng prof gema dong, bahas geopolitik",@jonayfsd3909,0,Netral
Indonesia sudah di takdirkan akan menjadi negara besar dan disegani negara lain,@UdinDultulus,6,Netral
Karena Indonesia Rakyatnya Gampang di Adu Domba,@anggaeka1508,0,Netral
"Makanya mahasewa nggak produktif nggak usah bikin runyam kondisi..""ngejedog"" aja molor daripada bikin ulah..Nggak ada ssdikitpun kemaslahatan dalam demo TAI...",@xpdahh,0,Netral
Sayangnya Banyak      Orang Indo Jadi Budak Asing,@demasbansaleng2775,49,Netral
"Emg kupret aki² rivalny si bennix,koar² mlu ke podcast² tebar fear sama kaya professor penjilat si saksi ahli koruptor
Padahal mah berisik karna sama² kg dpet jatah kursi komut di BUMN sama ga dirangkul presiden dh cape² jdi timses nya😅",@IamDamRanDom,0,Netral
"kidnap all the Australian, Singaporean, and Malaysian paid mass organizations that disguise themselves in Indonesia",@blackwindows404,0,Netral
Semangats,@sahabatinvestor3622,0,Netral
"Bennix bahagia mendengan info ini
Turis Asing Pakai QRIS
https://www.youtube.com/shorts/CSjY8nUAEEI",@Nuurungji,0,Netral
tenang ... selama pemerintah masih di jalur berupaya untuk swasembada pangan dan energi ... mereka hanya ingin membeli aset2 penting dengan harga semurah mungkin.,@percetakansibas6030,1,Netral
Banyak saham gorengan om ... Investor pasti khawatir lah ... Segera ditertibkan para bandar besar penggoreng saham,@busanpadse,1,Netral
Indonesia menuju negara Maju...wujudkan,@salexa9912,51,Netral
BIN MUSTI NYUSUP KE BERBAGAI SEGMEN YG BERPOTENSI ANCAMAN TERHADAP INDONESIA,@Riosandria07,0,Netral
"Alhamdulillah, puji Tuhan, Indonesia punya om Bennix yg memberikan edukasi, tidak memihak, memberikan data yg berimbang, yg baik dibilang baik dan diapresiasi, yg jelek dibilang jelek dan memberikan alternatif untuk solusi.

Terima kasih om Bennix... SEMANGAT ya om Bennix dan tim, yg selalu memberikan informasi untuk rakyat Indonesia, yg berimbang, edukasi, dan mencerahkan... Saya khususnya, menjadikan channel om Bennix untuk mendapatkan informasi yg netral, edukatif, berimbang, apresiatif, solutif, mencerahkan 😍😍💖💖👍👍👍",@TriHarisusi,1,Netral
"Jangan dulu naik anjg ah, gw masih nyari poin2 yg pas, hadeuhhh, padahal gw ngarep turun dikit lagi biar enak nyeroknya. 

Bang minta bocoran dong kapan kira2 bakal naik lagi??? Ad yg gw incer tapi belum pas eung poinnya,",@MeiSusilawati-d6e,1,Netral
"Congormu nix bennix, msci selalu lu jadikan kambing hitam !!! jilat terus nix !!!! ngebet amat pingin dipakai rezim lu !!!",@pardisungkono,0,Netral
"mungkin karna mereka butuh mbg,makanya jdi towlol kyk gitu",@syarifhidayat387,0,Netral
Yoii barengan sama Russia & Tiongkok,@alparslankhaan1071,0,Netral
"Bahahaha...
Mimpi lu..
Selama masyarakat indo yang masih bisa di adu domba,,ga bakalan jadi negara maju.GA BAKALAN ..NEVER",@meryankorrin5182,0,Netral
"udah dari dulu banyak orang indo seneng jadi budak voc, jadi budak pesugihan mafia candu",@sholihman,1,Netral
​ @sholihman bukankah kita masih menggunakan mata uang VOC 😊,@junaidi4557,0,Netral
"​ @sholihman budak spiritual klan dobolowi,mudah di bodohin dongeng klan dobolowi",@sukadarsukadar3290,0,Netral
"semoga saja mereka ngk tambah banyak. 
 biar kita bisa fokus memperbaiki yg salah dan menjadi lebih maju. 
capek ngurusin misinformasi terus.",@sidiqsuharno5570,0,Positif
Kayak si Anjing Yaman Bangsat BusEdan yg keluar masuk kampus memprovokasi mahasiswa ketika pemerintah sedang berusaha keras menahan gempuran finansial asing,@charleswiggins83,0,Netral
Bin apaan tolol,@PamanStalin,0,Netral
Goto tuh pas,@PamanStalin,0,Netral
"​ @PamanStalin males gw goto mah, gaje dia, lol",@MeiSusilawati-d6e,0,Netral
Singapore oi singapur . Kaya boleh tapi jangan ngerampok SDA Indonesia.  Apa ingin netizen Indonesia turun ranting lu punya usaha ? Masih nggak jera,@AzmiNirul,96,Netral
"24 Juni tetep di EM, tapi masih freeze buat nambah emiten.
banyak yang fear biar ritel pada jual , harga sahamnya murah, asing bisa serok 🤣",@ariwardianto8322,3,Netral
"Gara2 nonton chanel ini jadi ketularan mengumpat""anjing anjing piaraan j soros""",@supart4166,0,Netral
Ini salah S'pore dan M'sia ... Iri dengki dengan kehebatan Indonesia.,@EfendiHasan-l6o,24,Positif
Mantab om benix😊,@yeniulfa1952,11,Netral
🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,@bangroy8946,0,Netral
"Doa sy  Bennik jd org dekat presiden biar bisa ngasih masukan luar biasa.sy ikutin pdhal ngk py saham dll ,analisanya slalu tepat cara sampein lugas,",@zumrotinj4397,5,Netral
Ayo rakyat INDONESIA STOP JALAN JALAN KE SINGAPUR .....,@dederusni8624,42,Netral
Malah gue seneng jika IHSG sampai 3000....saat all in lagi,@devalleichannel9742,0,Netral
👍👍👍🎉,@deddyirawan5140,0,Netral
"MSCI Review Indonesia kalah dari negara China dan satu lagi negara Malaysia rupanya 
Mungkin karena Malaysia mau jadi budak Amerika Serikat",@valentinoaldriansidabutar6191,3,Netral
India😂,@user-et3nz7zf8p,0,Netral
Maju terus om benik..💪,@RizkiFathu,12,Netral
Saya yakin seyakin yakinnya bahwa indonesia bisa bangkit lagi.saat ini mmg indonesia baru bersih2 tikus2 berdasi tp kedepannya pasti akan normal kmbl🤲💪❤,@lilikzlh,14,Netral
"Goerge soros kapan metongnya sihhhh, orang kaya dajjal gitu awet bener hidupnya",@ariexotic6638,0,Netral
Sell singapura,@SaptaMuhammadwidakdo-u5d,1,Netral
❤❤👍👍👍👍👍❤❤,@portgassace9873,0,Netral
Lembaga asing cuma pom pom....panic selling is a opportunity....mereka juga pinging serok bawah....😂😂😂😂,@devalleichannel9742,6,Netral
Kebingunganku sudah dijawab bennik👍,@YudhaaGaruda,15,Netral
"Itu' karena anjing""  🐕🐶 George Soros 🫵 🤨😠😡🤬",@intawaker,0,Netral
Singapore tanpa maling mana bisa kaya ...?,@fajarialfan8814,3,Netral
​ @fajarialfan8814 maling itu kuat di indon😂😂😂😂,@FitriHakim-o1g,0,Netral
Kita serang map Singapura aja hayu,@ArsidGaul-v4u4l,1,Netral
"Sebenarnya sudah sangat lama, cuma pemerintahan yang dulu nggak ada yang berani, sampah dari Singapur dibuang semua ke indo, coba pemerintah berani stop total sampah dari Singapor, nggelinding negara itu, mereka ambil yang baru dari indo sudah jadi sampah dibuang ke indo",@muslihanhadi940,0,Netral
Jangan mau kt di adu domba oleh bangsat2 asing aseng yg ingin Indonesia hancur. krna mreka tau Indonesia adalah lahan surga yg bs di ambil keuntungan utk negara mreka yg sampah.mreka ga mau Indonesia jd negara kuat krna akan mnyulitkan mreka bangsat2 itu utk mengeruk kekayaan alam serta uang dari Indonesia. mmg sengaja Indonesia di buat miskin dan bodoh spy gampang di perbudak. INGAT KITA BANGSA INDONESIA JANGAN JADI ORG TOLOL YG GAMPANG DI PECAH BELAH DAN DI BENTURKAN SPY SESAMA KITA BERANTAM. KITA PERTAHANKAN KEKAYAAN ALAM KITA SPY TDK DI CURI LG.,@lakimantap3584,0,Netral
Mangkanya pinter biar ga di maling,@regiazeek6724,0,Netral
Singapure yg anjlok kaleee... indonesia stop kerjasama sm singapur bs sekarat mereka.,@kocengOyen-d7t,0,Netral
​ @kocengOyen-d7t ya ayo putusakn hubungan diplomasi singapore gak gentar😂😂😂 sama negara indon miskin😂😂😂😂,@FitriHakim-o1g,0,Netral
indon rupiah anjlok😂😂😂,@FitriHakim-o1g,0,Netral
Tenggelam kan singapore,@sodikin1937,0,Netral
uasaha apa ya yang singapore punya di indon😂😂😂😂,@FitriHakim-o1g,0,Netral
Salahkan pejabat kita yg jadi mafia.......,@mypuspus9061,6,Netral
"​ @mypuspus9061  konglomerat kita yg ngearampok yg lu salahin pemerintah...oh ya,btw konglomerat kita itu statusnya msh rakyat loh walaupun golongan menengah atas,dan ya...ternyata rakyat kita itu bermental maling tp suka nyalah2in pemerintah alias sudah nyata salah tp malah nyalahin orang lain😅",@mierebuspaketelor4996,0,Netral
​ @mypuspus9061 pejabat apa konglomerat maling toh mental rakyat kita juga begitu belum ada jabatan mencaci setelah dapat jabatan ikut maling juga,@zaenalabid2729,2,Netral
Woi blog Londo Ireng dah mendarah daging.......,@okelahco,1,Netral
Dalam sistem kapitalis memang hal itu boleh boleh saja kembali lagi emang yang bolehin indo dirampok siapa warga apa oknumnya,@ARGUSEROR,0,Netral
"Selama Russia & Tiongkok masih berdiri kokoh, Insya Allah Indonesia aman2 saja",@alparslankhaan1071,2,Netral
😂😂😂,@navigasiin,1,Netral
Ini semua salah malaydesh 🤣🇲🇾♥️🇧🇩,@malaydesh_babu_british,0,Netral
"​ @malaydesh_babu_british 
Betul ... Habis semua tkw dientoot'nya. 

👉👉👉 #tkwvsbangla",@EfendiHasan-l6o,1,Netral
"Tp pr pejabat pr artis , org kaya Indonesia pd suka jalan 2 belanja 2 berobat dan menyimpat dwitnya ke singalapar .",@Eyangjoliejolie,2,Netral
 @Eyangjoliejolie Singa Poor = Singa Miskin 😂😂,@alparslankhaan1071,0,Netral
Bilangin hilangkan dari peta asia 😂,@Belumliat,1,Netral
​ @Belumliat jatuhin gas LPG 3 kg😂 mo nyumbang brp?,@Operasisenyap-x4t,0,Netral
Ah jangan jangan lu aja kali yang ga mampu jalan jalan ke singapura. Sirik aja jadi orang,@maRvelus01,0,Netral
saya termasuk,@sozang7306,0,Netral
"hahahah bodoh tiada kaitan dgn USA pon, sikit2 budak amerika. bangang",@hfzhnrazz,0,Netral
"Tapi benar usaha  di indonesia ini bahaya , tidak transparan dan lain lain . Intinya kita ini KKN masalah terbesarnya , saham saham ini penuh gorengan , terutama saham pemerintah itu direksi titipan semua bahaya itu , kaya bank cuma 1 saja yang benar dan kuat BCA  ,  mandiri bri bni saham yang di kuasai pemerintah yang jalanin saja gak jelas negara saja di korupsi apalagi usaha .  Fakta di lapangan itu pemerintah tidak pro usaha yang tidak mau di ajak KKN dan menghasilkan bagi oligarki",@finalchoice8668,0,Negatif
websitge KSEI nya aja kayaknya udah lamaaaa gak diupdate,@hannadanarslan,0,Netral
"Media2 yg nyebarin berita hoak, mereka itu kurang MBG 😂😂😂 jd banyak yg stanting bang 😂😂😂😂",@antoniBaturaja-d8m3w,0,Netral
Orang tolol dan bodoh....juga antek antek asing banyak di Indonesia termasuk menyusup menggunakan tangan mahasewa mahasewa bodoh,@riawanprabowo5600,0,Netral
Majalah tempe tahu.bikin k,@SunarSunarjo-z9h,0,Netral
"Emak sama bapak u bikin u gelap gelapan, Indonesia baik2 aja orang goblok yang doain negaranya bangkrut",@kingfarm4147,0,Positif
Wkwkwkw... Tukang cireng sempol sampai emak emak penjual jamu sudah faham  politik ekonomi apalagi jos Soros,@ayomain2022,0,Netral
"Masih menunggu video Om Bennix roasting ""Professor peliharaan Goerge Soros""😂😂",@pembayunbuyung7059,1,Netral
"Yg selalu mengambil kesimpulan negatif tentang Indonesia, mereka kaum sakit hati/kaum kalah pilpres   .",@Nurinsan01,0,Netral
"MSCI group nya JP Morgan... Fakta terbukti manipulasi bursa dan terjerat hukum.. Dia minta transparan ke negara lain agar mudah dimanipulasi. 
Dari dulu Gua gak percaya review nya.. Bodoh amat
Maju terus indo.. Tetep perbaiki jangan peduli MSCI",@mustamekonline,1,Positif
"OJK keliatannya msh pasif, dibanding bapepam dulu",@langitcerah-jt7qk,1,Netral
"ya ada plus minusnya sih bursa kita ambruk gara2 george soros , kapan lagi bisa beli BBCA di 5000.",@vendry7234,11,Netral
"Waduh memang kacau untuk para analis di negeri wakanda, memang cuman bisa membuat masyarakat panik doang sampah",@andregista,1,Netral
Mas tyo itu salah satu orang yg berjasa buat george soros g ya?,@stoklingbos,0,Netral
"MSCI lagi nunggu ""cuaca"" paling menguntungkan Bossnya apa..sebaiknya in time of storm stay rooted..focus pada value dan evaluasi fundamental :_SEDIH:",@felixnyoman,0,Positif
negara salah urus,@xxx-x2q4r,0,Netral
Lah bukannya yg ngegoreng isu MSCI ke frontier market kan elu juga om 🗿,@lhunt1371,0,Netral
"Yg jelas banyak yg g suka kalau indonesia makmur dan sejahtera jadi hati"" warga negara indonesia.jgn mudah di Adu domba karena nantinya anak cucu kita yg sengsara.tetap kita gaungkan bersatu kita teguh bercerai kita runtuh. Jgn tergiur uang receh .kita harus satukan hati tegak kan KEDAULATAN RAKYAT.💪💪💪",@WiniYuliati,1,Netral
"Alhamdulillah.
Terimakasih Bennix, kamu memberi pencerahan diantara manusia dungu yang memikirkan perutnya sendiri.",@WahyuHidayat-d5o,1,Netral
"klo MSCI mengumumkan tgl 23 Juni, Ramalan Bang Ben Miss,hehe MSCI tdk mengundur jadwal pengumumannya.",@hannadanarslan,0,Netral
Saya suka imfo benik datanya obyektif .dan tetap bela kepentingan rakyat.,@undangleo5863,120,Netral
🤣👍,@hakeemdj368,0,Netral
"Me too. Bahkan yg dikeluarkan dr MSCI juga perusahaan yang masih worth it untuk dibeli. MSCI kan cuman indeks, untuk memudahkan, kurasa investor punya cara berpikir masing2",@rossyacrochet,0,Netral
4000 😂😂😂,@firmanhadiwicaksono3397,0,Netral
emang kapan dia ngomong klo indo bakalan pasti ke frontier?😂,@fajrimaulanasaputra3400,0,Netral
​​ @fajrimaulanasaputra3400 gak ngomong bakal ke frontier market tapi ada videonya konteks a indonesia diserang MSCI bahkan om bennix bilang sendiri 60% dia percaya kalau Indonesia bakal di down grade saat itu,@lhunt1371,0,Netral
"Jika benar Bennix memihak kepada anak bangsa kenapa dikenakan yuran belajar trading 10juta? Gratisin aja bikin konten tutorial.. sok ngomong aja si bennix ni, ujungnya sama spt yang diatas, memeras yang dibawah.. sedihnya ramai yang belum sadar.",@mycatmaui1969,3,Netral
​ @mycatmaui1969  kalo kasih gratis trus org yg udah di bantu apa mau jg kasih ilmunya gratis ke orang lain ya.,@Manusiatanpautang,1,Netral
"​ @mycatmaui1969 anda benar harusnya gratis, karena yang masuk trading pasti orang-orang miskin",@widiyantozaini752,0,Netral
​ @mycatmaui1969 10 JT tuh tarket marketingnya orang kaya yang mau menggandakan kekayaan bukan orang miskin,@FajarWijaya-oz8yd,0,Netral
Buzzer?,@rakyatbiasa837,1,Netral
"​​ @rakyatbiasa837 kalau buzzer boleh berarti orang yang selalu optimis tentang keadaan negara ini, mungkin iya buzzer. Lawannya buzzer adalah orang yang selalu mengeluh dan pesimis tentang kondisi negara ini, bahkan merasa negara sudah gelap, bahkan kepingin nya hancur. Buzzer > < ant3k-ant3k anj1n9 eh salah ant3k-ant3k asin9",@widiyantozaini752,0,Netral
 @rakyatbiasa837  buzzer singapura sampah!!,@kangcilok4878,0,Netral
Berat sebelah iya 😂,@dedecahyaaa,0,Netral
"Objektif versi wowo, lucu😂😂😂",@YorisGilar,2,Netral
"​ @YorisGilar orang yang berfikir secara subyektif, nggak akan nyambung dengan orang yang berfikir secara obyektif. Kalau sudah benci sama yang ""melakukan"" tidak akan peduli dengan apa yang ""dilakukan""",@widiyantozaini752,5,Netral
😊😊😊😊😊😊😊😊😊😊Saatnya INDONESIA MENJAJAH....MANTAPPPPPPP❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,@bguy8994,0,Positif
"Klo masih ada uang BUY aja , mau frontier market,mau apa aja gada masalah 
Saatnya gua harus kaya Raya Lagi diskon 50%
Rubah T1 jangan T2 kelamaan udh libur Mulu",@Ridwan11-l2d,1,Negatif
Percaya lah kawan..... kita akan di adu domba dg saudara sendiri.yakin asing akan gerakan mahasewa untuk gulingkan pemerintah.... sabar pak prabowo saya keluarga petani siap bentengi dan geger geden sama mahasewa,@sutano45,0,Netral
"Buat patriot bangsa, satukan langkah kita mengawal Indonesia maju, pengkhianat harus kita sikat, brp pun harga yg harus kita bayar atas sikap ini, anak bangsa tdk pernah takut atas konspirasi pengkhianat dan musuh bangsa Indonesia",@newblackberry7921,11,Netral
Sakti hariyoso hadir....mas Bennix,@sitifathonah4838,0,Netral
Weh... ternyata Malaysia yang bagus bursa efeknya :face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,@johnsuparko9900,2,Positif
Indonesia BISA Indonesia BANGKIT 🔥,@hudandaily_channel9410,10,Netral
Para ternak soros dan ternak jokowi tidak pernah senang melihat pemerintahan prabowo,@asdarlasi,1,Positif
Nonton pengamat di TV juga pada ngaco 😂😂😂,@alihamzah1492,7,Netral
"Mahasiswa tloll yg tidak berguna bagi negara...
Demo dibayar oleh oligarki penghianat bangsa yg membuat Indonesia semakin hancur",@lutfiza4098,1,Netral
Pasti bnyk yg ga terima ini dibongkar?,@raisamanah,8,Netral
Org indo sukanya tempe bacem soalnya bg🤣🤣21:40,@amogtuzz2582,0,Netral
"listing tiba2 gocap, GOJEKK WKWKWK",@hood-v4s,0,Netral
"Hancurkan perekonomian Raja Singa ,biar miskin 😂",@djunaidinatan5964,0,Netral
Kukira ga upload😂,@riyanhidayat3434,0,Netral
Jepang atau sgp yg k2?,@raisamanah,0,Netral
Kreeen,@dinasmrsuaraalam3518,0,Netral
Lihat ekonomi lemah lesu bang. Sudah La bukti yg kita butuh kan bukan angan2 dan surga teLinga. Lihat ke bawah bang mencret ekonomi nya,@lisacen8901,0,Netral
"MSCI akan mundurin pengumuman 3 bulan lagi supaya IHSG bisa dijatuhin sekali lagi kah ????
kalau langsung dibuka lampu hijau, enak lah jadi indonesia bisa fokus benahin semua kebijakkan ekonomi dari MBG, ekspor satu pintu, kalau bisa import juga satu pintu, lalu Hasil devisa bisa diendapin buat memperkuat nilai rupiah, dan yang terutama pembenahan di sektor energi termasuk import bbm dan subsidi gas masak.",@wellywinarto1364,79,Netral
Hajarr om ben😂😂😂otak2 oyosss itu😂😂,@Muzyogifalih09,0,Netral
Mantappp,@bguy8994,0,Positif
INDONESIA BANGKITTTTTT BOSSS,@bguy8994,0,Netral
ternyata Om @Bennix ogah nyebutnya 😂😂😂:_MARAH::_MARAH::_MARAH:,@felixnyoman,0,Netral
👍,@Riskikurniawan-e3y,0,Netral
Makanya aku udah gak pernah nonton debat² pengamat di tv..dah enek,@deastea79,1,Netral
"Sama saya juga,udah ga nonton debat2 ditv lagi,saya sekarang pantengin yutub bennix aja, biar ga bodoh😊😊",@mounime_official,0,Netral
Saya suka Tuempek,@Tuempek72,0,Netral
"di live member sudah dijelaskan sama Om Ben udah dari berapa minggu lalu memang bakal ditunda ini kalau seandainya tidak langsung diturunkan di frontier market makanya MSCI itu bisa jadi tunda untuk menunggu event besar yang bakal obrak abrik indonesia, terutama di bagian minyak. supaya ada alasan buat turunin frontier🤣 😂",@yuuza7818,9,Netral
Ambil sisi positifnya buang mental negatif,@endragoxglobal2853,4,Netral
"​ @endragoxglobal2853 benar dari tampilan saja yg nehatif slalu pesimis,nada teriak2 slalu jauh dari akhlak dan sifatnya bkn rahmatn lil al amin tapi buat gerombolannya sj jauh dari kedaulatan negri nya jg amat tdk nasionalis.",@samiadi2163,3,Netral
​ @endragoxglobal2853 amiiin,@wellywinarto1364,0,Netral
Gpp 3 bulan gajian allin 😂,@AgusSupriyadi-g6q,0,Netral
